Machine_Type,Company Code,Name of recipient,Equipment,Description of technical object,Status,Specification,Chassis number,Engine serial number,Engine Model,Engine power,Engine capacity,License plate number,Tax,Insurance,Duties,Note,Class,Asset,Manufacturer of asset,Keyword,Registered
Vehicle,1000,พระราม 2 ตอน8_1000,PU-592,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,ลิขิต ฉาใจ,MR0CB8CC900347162,2GD1133553,TOYOTA 2GD,0,0,3ฒถ-9672 กทม.,1/2/2569,23/3/2568,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,131000000000,บริษัท โตโยต้า เภตรา จำกัด,รถปิคอัพ,23/3/2565
Vehicle,1000,คูน้ำวิภาวดีรังสิต ตอน3,PU-593,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,อภิสิทธิ์ ยะเปียงปลูก,MR0CB8CC000382799,2GD1422475,2GD,150,0,3ฒษ-6703 กทม.,27/7/2569,7/9/2567,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,131000000000,บริษัท โตโยต้า เภตรา จำกัด,รถปิคอัพ,7/9/2566
Vehicle,1000,คูน้ำวิภาวดีรังสิต ตอน3,PU-594,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,มงคล ณ น่าน,MR0CB8CC300383283,2GDD271409,2GD,150,0,3ฒษ-6698 กทม.,27/7/2569,7/9/2567,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,131000000000,บริษัท โตโยต้า เภตรา จำกัด,รถปิคอัพ,7/9/2566
Vehicle,1000,คูน้ำวิภาวดีรังสิต ตอน3,PU-595,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,สิทธิพัฒน์ ตันติวุฒิกุล,MR0CB8CC400384944,2GD1448371,2GD,150,0,3ฒษ-6702 กทม.,27/7/2569,7/9/2567,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,131000000000,บริษัท โตโยต้า เภตรา จำกัด,รถปิคอัพ,7/9/2566
Vehicle,1000,คูน้ำวิภาวดีรังสิต ตอน3,PU-596,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,เจษฎา โศณณายะ,MR0CB8CC700383402,2GDD272044,2GD,150,0,3ฒษ-6700 กทม.,27/7/2569,7/9/2567,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,131000000000,บริษัท โตโยต้า เภตรา จำกัด,รถปิคอัพ,7/9/2566
Vehicle,1000,คูน้ำวิภาวดีรังสิต ตอน3,PU-597,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,ปฏิพล กาญจนะอุดม,MR0CB8CC900383465,2GD1430594,2GD,150,0,3ฒษ-6705 กทม.,27/7/2569,7/9/2567,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,131000000000,บริษัท โตโยต้า เภตรา จำกัด,รถปิคอัพ,7/9/2566
Vehicle,1000,ปรับปรุงถนนประชาชื่น,PU-598,รถกะบะ Toyota Revo D.Cab 2.8 GR Sport AT,ใช้งาน,,MR03A8LD800041198,10D6461051,,0,0,5ขฆ-6762 กทม.,24/11/2569,19/1/2569,"11,840.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,131000000000,บริษัท โตโยต้า เภตรา จำกัด,รถปิคอัพ,19/1/2024
Vehicle,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-599,รถกระบะ4ประตู TOYOTA REVO D.Cab 2.4 A/T,ใช้งาน,,MR0CC8CD400778515,2GD1581459,2GD,150,0,5ขศ-3667 กทม.,9/9/2569,4/10/2569,"8,944.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,133000000000,,รถปิคอัพ,4/10/2567
Vehicle,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-600,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 A/T,ใช้งาน,,MR0CC8CC600371187,2GDD429141,2GD,150,0,4ฒข-1329 กทม.,10/9/2569,4/10/2569,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,133000000000,,รถปิคอัพ,4/10/2567
Vehicle,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-601,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 A/T,ใช้งาน,,MR0CC8CCX00371550,2GD1632072,2GD,150,0,4ฒข-1333 กทม.,10/9/2569,4/10/2569,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,133000000000,,รถปิคอัพ,4/10/2567
Vehicle,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-602,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 A/T,ใช้งาน,,MR0CC8CC600371609,2GD5649100,2GD,150,0,4ฒข-1326 กทม.,10/9/2569,4/10/2569,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,133000000000,,รถปิคอัพ,4/10/2567
Vehicle,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PU-603,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 A/T,ใช้งาน,ส่งแล้ว4/9/67ตรัง ควนปริง,MR0CC8CC200371610,2GD1634490,2GD,150,0,4ฒข-1330 กทม.,10/9/2569,4/10/2569,"1,050.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,133000000000,,รถปิคอัพ,4/10/2567
Vehicle,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-615,รถกระบะ4ประตูTOYOTA REVO D.Cab 2.8 A/T4W,ใช้งาน,งานอ่างเก็บน้ำห้วยฉลอม,MR0BA3CD600091234,1GD1675085,1GD,204,0,6ขก-1975 กทม.,18/11/2569,19/12/2569,"11,840.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,233000000000,,รถปิคอัพ,19/12/2567
Vehicle,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-616,รถกระบะ4ประตูTOYOTA REVO D.Cab 2.8 A/T4W,ใช้งาน,งานอ่างเก็บน้ำห้วยฉลอม,MR0BA3CD500091323,1GD1682686,1GD,204,0,6ขก-1947 กทม.,18/11/2569,19/12/2569,"11,840.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,233000000000,,รถปิคอัพ,19/12/2567
Vehicle,2000,อ่างเก็บน้ำห้วยฉลอม ตาก,PU-617,รถกระบะ4ประตูTOYOTA REVO D.Cab 2.8 A/T4W,ใช้งาน,งานอ่างเก็บน้ำห้วยฉลอม,MR0BA3CDX00091351,1GD1686765,1GD,204,0,6ขก-1965 กทม.,18/11/2569,19/12/2569,"11,840.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,233000000000,,รถปิคอัพ,19/12/2567
Vehicle,3000,เสริมสนามบินกระบี่,PU-618,รถกระบะ4ประตู TOYOTA REVO D.Cab 2.4 A/T,ใช้งาน,,MR0CC8CD400780099,2GD-17171133,2GD,150,0,6ขฒ-5722 กทม.,12/3/2569,4/4/2569,"8,944.00",กลุ่ม 5 /เจ้าหน้าที่ราชการ,PU,333000000000,,รถปิคอัพ,4/4/2568
Vehicle,2000,ควนกุน ตอน 1,PU-619,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC304703663,2GD5812183,2GD,150,0,4ฒจ-6431 กทม,,25/7/2569,"1,050.00",,PU,233000000000,,รถปิคอัพ,25/7/2568
Vehicle,2000,ควนกุน ตอน 1,PU-620,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC504703812,2GD5816144,2GD,0,0,4ฒจ-6435 กทม,26/6/2569,25/7/2569,"1,050.00",,PU,233000000000,,รถปิคอัพ,25/7/2568
Vehicle,2000,ควนกุน ตอน 1,PU-621,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC804703805,2GD5815333,2GD,150,0,4ฒจ-6433 กทม,,25/7/2569,"1,050.00",,PU,233000000000,,รถปิคอัพ,25/7/2568
Vehicle,2000,ควนกุน ตอน 1,PU-622,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC904703781,2GD5813117,2GD,150,0,4ฒจ-6432 กทม,,25/7/2569,"1,050.00",,PU,233000000000,,รถปิคอัพ,25/7/2568
Vehicle,2000,ควนกุน ตอน 1,PU-623,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC904703800,2GD5815701,2GD,150,0,4ฒจ-6430 กทม,,25/7/2569,"1,050.00",,PU,233000000000,,รถปิคอัพ,25/7/2568
Vehicle,1000,ควนกุน ตอน 2,PU-624,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC304703808,2GD5816187,2GD,150,0,4ฒจ-6439 กทม,30/6/2569,25/7/2569,"1,050.00",,PU,133000000000,,รถปิคอัพ,25/7/2568
Vehicle,1000,ควนกุน ตอน 2,PU-625,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC304703811,2GD5816170,2GD,150,0,4ฒจ-6437 กทม,30/6/2569,25/7/2569,"1,050.00",,PU,133000000000,,รถปิคอัพ,25/7/2568
Vehicle,1000,ควนกุน ตอน 2,PU-626,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC404703817,2GD5816069,2GD,150,0,4ฒจ-6440 กทม,30/6/2569,25/7/2569,"1,050.00",,PU,133000000000,,รถปิคอัพ,25/7/2568
Vehicle,1000,ควนกุน ตอน 2,PU-627,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC704703813,2GD5816108,2GD,150,0,4ฒจ-6438 กทม,30/6/2569,25/7/2569,"1,050.00",,PU,133000000000,,รถปิคอัพ,25/7/2568
Vehicle,1000,ควนกุน ตอน 2,PU-628,รถกระบะตอนครึ่งTOYOTA REVO S.Cab 2.4 M/T,ใช้งาน,,MR0CB8CC904703814,2GD5816240,2GD,150,0,4ฒจ-6441 กทม,30/6/2569,25/7/2569,"1,050.00",,PU,133000000000,,รถปิคอัพ,25/7/2568
Vehicle,1000,อุโมงค์หัวหิน_1000,PU-629,รถกระบะ4ประตู TOYOTA REVO D.Cab 2.8 4WD,ใช้งาน,,MR0BA3CD906628160,1GD1817671,1GD,204,0,6ขล-9067 กทม,24/7/2569,15/8/2029,"11,840.00",,PU,133000000000,,รถปิคอัพ,15/8/2568
Vehicle,2000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,PUT-001,รถบรรทุก 4 ล้อ หลังคา HINO 300EXPERT,ใช้งาน,พระราม3,MNKACK4H602008662,N04CVAH14803,14803,136,0,3ฒท-7395 กทม.,26/4/2569,22/4/2569,"1,650.00",,PUT,231000000000,บ. ชัยรัชการ(กรุงเทพ) จำกัด,รถบรรทุก 4 ล้อ หลังคาโครงเหล็ก,22/4/2565
Support,1000,,PWU-001,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-002,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-003,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #3 หลัง,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-004,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-005,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-006,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #3 หลัง,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-007,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-008,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-009,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #3 หลัง,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-010,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-011,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #2 กลาง,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-012,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #3 หลัง,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-013,Power Unit Electric Pump 2HP/210BAR,ใช้งาน,ขาหน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-014,Power Unit Electric Pump 2HP/210BAR,ใช้งาน,ขาหน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-015,Power Unit Electric Pump 2HP/210BAR,ใช้งาน,ขาหน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-016,Power Unit Electric Pump 2HP/210BAR,ใช้งาน,ขาหน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-017,Power Unit Electric Pump 2HP/210BAR,ใช้งาน,"GTC-003, 35M.",,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-018,Power Unit Electric Pump 2HP/210BAR,ใช้งาน,"GTC-001, 12M.",,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-019,Power Unit Electric Pump 2HP/210BAR,ใช้งาน,"GTC-002, 12M.",,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-020,Power Unit Electric Pump 1.0HP/450BAR,ใช้งาน,SPEADER BEAM ชุดยก,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-021,Power Unit Electric Pump 1.0HP/450BAR,ใช้งาน,SPEADER BEAM ชุดยก,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-022,Power Unit Electric Pump 1.0HP/450BAR,ใช้งาน,SPEADER BEAM ชุดยก,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-023,Power Unit Electric Pump 1.0HP/450BAR,ใช้งาน,SPEADER BEAM ชุดยก,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-024,Power Unit Electric Pump 1.7HP/700BAR,ใช้งาน,งาน ELECTION ติดตั้ง SEGM,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-025,Power Unit Electric Pump 1.7HP/700BAR,ใช้งาน,งาน ELECTION ติดตั้ง SEGM,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-026,Power Unit Electric Pump 1.7HP/700BAR,ใช้งาน,งาน ELECTION ติดตั้ง SEGM,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-027,Power Unit Electric Pump 1.7HP/700BAR,ใช้งาน,งาน ELECTION ติดตั้ง SEGM,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-028,Power Unit Electric Pump 1.7HP/700BAR,ใช้งาน,งาน ELECTION ติดตั้ง SEGM,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-029,Power Unit Electric Pump 1.7HP/700BAR,ใช้งาน,งาน ELECTION ติดตั้ง SEGM,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-030,Power Unit Electric Pump 1.0HP/450BAR,ใช้งาน,ปรับกระบอกขาหน้า,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-031,Power Unit Electric Pump 1.0HP/450BAR,ใช้งาน,ปรับกระบอกขาหลัง,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-032,Power Unit Electric Pump 1.0HP/450BAR,ใช้งาน,ปรับกระบอกขาหน้า,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-033,Power Unit Electric Pump 1.0HP/450BAR,ใช้งาน,ปรับกระบอกขาหลัง,,,,0,0,,,,0,,PWU,,CAPE,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-034,Power Unit Electric Pump 10HP/700BAR,ใช้งาน,LG-005,,,,0,0,,,,0,,PWU,121000000000,UNION APPLY,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-035,Power Unit Electric Pump 10HP/700BAR,ใช้งาน,LG-005,,,,0,0,,,,0,,PWU,121000000000,UNION APPLY,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-036,Power Unit Electric Pump 10HP/700BAR,ใช้งาน,LG-005,,,,0,0,,,,0,,PWU,121000000000,UNION APPLY,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-037,Power Unit Electric Pump 10HP/700BAR,ใช้งาน,LG-005,,,,0,0,,,,0,,PWU,121000000000,UNION APPLY,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,1000,,PWU-038,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,,PWU-039,Power Unit Electric Pump 7.5HP/450BAR,ใช้งาน,LCB #1 หน้า,,,,0,0,,,,0,,PWU,,HSIN CHENG ENGINEER,POWER UNIT ELECTRIC HYDRAULIC PUMP,
Support,2000,ศูนย์ซ่อมสระบุรี_2000,RBK-001,เครื่องเบ่งหิน,Stand by/รอย้าย,,,,,0,0,,,,0,,RBK,221000000000,,เครื่องเบ่งหิน,
Heavy,2000,ทล.3901ตอน2.2_2000,RC-001,รถกัดไสผิว (รีไซคลิ่ง) WIRTGEN W2200,ใช้งาน,ชุด3 บุญร่วม,8210339,BDT05336,CATERPILAR,800,0,1ตง-3237 กทม.,,26/8/2569,"6,075.00",,RC,221000000000,WIRTGEN,รถขูดไสถนน,26/8/2558
Heavy,1000,ถนนวงแหวนรอบเมืองตรัง ตอน บ.ควนปริง,RC-002,รถขูดไสผิว WIRTGEN W130CF,ใช้งาน,ชุด1+2 / พาณิชย์+แช่ม,17100030,22197651,CUMMINS,355,0,1ตจ-5613 กทม.,,24/8/2569,"6,075.00",ซ่อมWIRTGEN 10/2/64,RC,121000000000,WIRTGEN,รถขูดไสถนน,24/8/2559
Heavy,2000,ศูนย์ซ่อมตรัง_2000,RR-016,รถบดล้อเหล็ก 3 ล้อ SAKAI KD7610,Stand by/รอย้าย,OK/,KD10-30726,DA120-552073,ISUZU-DA120,0,6.13,ถก-5986 กทม.,,22/11/2569,300,,RR,221000000000,SAKAI,รถบดล้อเหล็ก,9/11/2560
Heavy,3000,ศูนย์ซ่อมสระบุรี_3000,RR-035,รถบดล้อเหล็ก 3 ล้อ SAKAI KD10,Stand by/รอใช้งาน,OK/,KD10-16284,DA120-540830,ISUZU-DA120,125,0,1ถ-6329 กทม.,,5/9/2569,300,,RR,321000000000,SAKAI,รถบดล้อเหล็ก,5/9/2538
Heavy,3000,ทล.3901ตอน2.2_3000,RR-036,รถบดล้อเหล็ก 3 ล้อ WATANABE WN10,Stand by/รอใช้งาน,,WN10-0236,DA120-524774,ISUZU - 6BD1,120,0,1ถ-6515 กทม.,,21/3/2569,300,,RR,321000000000,WATANABE,รถบดล้อเหล็ก,21/3/2539
Heavy,1000,ทล.3901ตอน2.2_1000,RR-040,รถบดล้อเหล็ก 3 ล้อ SAKAI KD5410,Stand by/รอใช้งาน,,18702,DA120-544607,ISUZU-DA120,120,0,ถข-2489 กทม.,,15/3/2569,300,,RR,121000000000,SAKAI,รถบดล้อเหล็ก,15/3/2553
Heavy,3000,ศูนย์ซ่อมตรัง_3000,RR-041,รถบดล้อเหล็ก 3 ล้อ SAKAI KD10,Stand by/รอใช้งาน,OK/,KD-10-15766,,MITSUBISHI-6DS3,0,0,,,,0,ไม่มีเอกสาร ไม่สามารถจดทะเบียนกับขนส่งได้,RR,321000000000,WATANABE,รถบดล้อเหล็ก,
Heavy,1000,ศูนย์ซ่อมสระบุรี_1000,RR-043,รถบดล้อเหล็ก 3 ล้อ SAKAI KD10,Stand by/รอใช้งาน,OK/เลขเครื่องไม่ตรง,KD10-30707,DA120-551630,ISUZU-DA120,87,0,ถข-684 กทม.,,14/12/2569,300,,RR,121000000000,SAKAI,รถบดล้อเหล็ก,14/12/2541
Heavy,1000,ศูนย์ซ่อมตรัง_1000,RR-044,รถบดล้อเหล็ก 3 ล้อ SAKAI KD120,Stand by/รอใช้งาน,OK,KD120-30374,6BD1-573915,ISUZU 6BD1,160,0,ถข-758 กทม.,,24/6/2569,300,,RR,121000000000,SAKAI,รถบดล้อเหล็ก,24/6/2542
Heavy,2000,ศูนย์ซ่อมสระบุรี_2000,RR-045,รถบดล้อเหล็ก 3 ล้อ SAKAI KD120,เสีย/รอซ่อม,รอเช็คซ่อม,KD10-31052,DA120-789304,ISUZU-6BD1,95,0,ถก-5716 กทม.,,30/5/2569,300,,RR,221000000000,SAKAI,รถบดล้อเหล็ก,30/5/2537
Heavy,1000,ศูนย์ซ่อมสระบุรี_1000,RR-046,รถบดล้อเหล็ก 3 ล้อ SAKAI KD120,Stand by/รอใช้งาน,OK/ไม่ค่อยดี,KD120-30098,6BD1-529081,ISUZU-6BD1,160,0,ถข-2474 กทม.,,5/3/2569,300,,RR,121000000000,SAKAI,รถบดล้อเหล็ก,5/3/2553
Heavy,2000,ศูนย์ซ่อมสระบุรี_2000,RR-047,รถบดล้อเหล็ก 3 ล้อ SAKAI KD120,เสีย/รอซ่อม,รอเช็ค,KD10-31873,6BD1-481467A,ISUZU,175,0,ถข-6184 กทม.,,27/9/2569,300,,RR,221000000000,SAKAI,รถบดล้อเหล็ก,21/12/2535
Support,1000,รถไฟ4-7สระบุรี_2000,SBB-001,เครื่องดัดเหล็ก NIMUT 32mm.หมุนขวา,ใช้งาน,,3342,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBB-002,เครื่องดัดเหล็ก NIMUT 32mm.หมุนขวา,ใช้งาน,,3339,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBB-003,เครื่องดัดเหล็ก NIMUT 32mm.หมุนขวา,ใช้งาน,,3539,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBB-004,เครื่องดัดเหล็ก NIMUT 32mm.หมุนขวา,ใช้งาน,,3537,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBB-005,เครื่องดัดเหล็ก NIMUT 32mm.หมุนขวา,ใช้งาน,,B3340,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBB-006,เครื่องดัดเหล็ก NIMUT 32mm.หมุนขวา,ใช้งาน,,B3538,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBB-007,เครื่องดัดเหล็ก NIMUT 32mm.หมุนขวา,ใช้งาน,,B3341,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBB-008,เครื่องดัดเหล็ก NIMUT 32mm.หมุนซ้าย,ใช้งาน,,B3541,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBB-009,เครื่องดัดเหล็ก NIMUT 32mm.หมุนซ้าย,ใช้งาน,,B3540,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,พระราม 3-ตอน 1_1000,SBB-010,เครื่องดัดเหล็ก NIMUT 32mm.หมุนซ้าย,ใช้งาน,,,,,0,0,,,,0,,SBB,123000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,2000,รถไฟ4-7สระบุรี_2000,SBB-011,เครื่องดัดเหล็ก NIMUT 32mm.หมุนซ้าย,ใช้งาน,,,,,0,0,,,,0,,SBB,223000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,2000,รถไฟ4-7สระบุรี_2000,SBB-012,เครื่องดัดเหล็ก NIMUT 32mm.หมุนซ้าย,ใช้งาน,,,,,0,0,,,,0,,SBB,223000000000,,เครื่องดัดเหล็ก BAR BENDER,
Support,1000,รถไฟ4-7สระบุรี_2000,SBC-001,เครื่องตัดเหล็ก NIMUT 32mm.Bar Cutter,ใช้งาน,,C3723,,,0,0,,,,0,,SBC,123000000000,NIMUT,เครื่องตัดเหล็ก BAR CUTTER,
